"","RegionID","YearBuilt","CountStructures"
"909","16521","1951",22
"910","188261","1940",22
"911","188261","1983",22
"912","188264","1955",22
"913","189019","1957",22
"914","20428","1955",22
"915","21156","1985",22
"916","22667","1951",22
"917","245503","1971",22
"918","273483","1885",22
"919","273483","2013",22
"920","274157","1885",22
"921","275707","2002",22
"922","275707","2012",22
"923","275833","1918",22
"924","275833","1919",22
"925","275833","1960",22
"926","275941","2003",22
"927","276619","1909",22
"928","276653","1907",22
"929","276653","1914",22
"930","29210","1990",22
"931","29748","1962",22
"932","29804","2000",22
"933","29812","1930",22
"934","29812","1985",22
"935","32508","1976",22
"936","33500","1946",22
"937","396668","2012",22
"938","4748","1971",22
"939","55451","1966",22
"940","762011","1910",22
"941","762011","1915",22
"942","16521","2003",21
"943","16927","1968",21
"944","16927","2015",21
"945","188262","1950",21
"946","188264","1940",21
"947","188265","1955",21
"948","189019","1967",21
"949","189019","2015",21
"950","192024","1925",21
"951","20428","1915",21
"952","20428","1945",21
"953","20428","1959",21
"954","21500","1940",21
"955","273483","2001",21
"956","275707","1860",21
"957","275707","1938",21
"958","275707","1991",21
"959","275730","1992",21
"960","275833","2005",21
"961","276619","1919",21
"962","29210","1914",21
"963","29210","2010",21
"964","29748","1930",21
"965","29812","0",21
"966","30215","1950",21
"967","415711","1999",21
"968","43998","1968",21
"969","43998","1972",21
"970","43998","1977",21
"971","43998","1978",21
"972","49669","1983",21
"973","49764","1960",21
"974","738091","1955",21
"975","762011","1930",21
"976","16521","1960",20
"977","188830","1908",20
"978","189019","1897",20
"979","189838","1949",20
"980","189838","1964",20
"981","18995","1909",20
"982","18995","1948",20
"983","190233","1995",20
"984","190278","1955",20
"985","192024","1900",20
"986","192024","1923",20
"987","21156","1973",20
"988","21500","1960",20
"989","264863","1924",20
"990","272945","2003",20
"991","273483","1982",20
"992","274157","1992",20
"993","275707","1902",20
"994","275707","1966",20
"995","275707","1968",20
"996","275707","1999",20
"997","275833","1935",20
"998","275833","1937",20
"999","275833","1947",20
"1000","275833","1950",20
"1001","275833","1962",20
"1002","275941","1913",20
"1003","276653","1923",20
"1004","276653","2004",20
"1005","29210","1930",20
"1006","29748","2005",20
"1007","32508","1979",20
"1008","33500","1906",20
"1009","33500","1954",20
"1010","43998","1985",20
"1011","49669","1950",20
"1012","49764","1913",20
"1013","49764","1918",20
"1014","49764","2002",20
"1015","51722","1980",20
"1016","55451","1959",20
"1017","55451","2005",20
"1018","7165","1940",20
"1019","7165","1987",20
"1020","738091","1950",20
"1021","760928","1935",20
"1022","761759","1910",20
"1023","764254","1907",20
"1024","189019","1908",19
"1025","189019","1929",19
"1026","189019","1961",19
"1027","189019","2000",19
"1028","189694","0",19
"1029","189694","2006",19
"1030","21156","1948",19
"1031","22667","1958",19
"1032","26460","1989",19
"1033","264863","1920",19
"1034","264863","1923",19
"1035","272945","1907",19
"1036","273483","1895",19
"1037","274302","2001",19
"1038","275707","1909",19
"1039","275707","1960",19
"1040","275833","1942",19
"1041","275941","1962",19
"1042","275941","2004",19
"1043","276619","1911",19
"1044","276619","1924",19
"1045","276653","1897",19
"1046","276653","1917",19
"1047","29210","1905",19
"1048","29210","1950",19
"1049","29804","1988",19
"1050","29812","1973",19
"1051","32508","1977",19
"1052","415711","1899",19
"1053","415711","1915",19
"1054","42217","1930",19
"1055","43998","1966",19
"1056","43998","1988",19
"1057","43998","1991",19
"1058","43998","1995",19
"1059","49764","1952",19
"1060","49764","1958",19
"1061","49764","1974",19
"1062","49764","1987",19
"1063","51722","1938",19
"1064","738091","1972",19
"1065","760927","1939",19
"1066","760929","1935",19
"1067","763342","1924",19
"1068","763342","1925",19
"1069","16521","1978",18
"1070","16521","1984",18
"1071","188215","0",18
"1072","188265","0",18
"1073","188830","1977",18
"1074","188830","1982",18
"1075","189019","1913",18
"1076","189019","1918",18
"1077","189284","1970",18
"1078","189654","1972",18
"1079","190205","1997",18
"1080","190233","1981",18
"1081","190278","1960",18
"1082","20428","1911",18
"1083","20428","1977",18
"1084","21156","1974",18
"1085","22667","1950",18
"1086","272945","1909",18
"1087","272945","1995",18
"1088","273483","1857",18
"1089","273483","1883",18
"1090","273483","2003",18
"1091","274464","1885",18
"1092","275730","2003",18
"1093","275941","1938",18
"1094","275941","2007",18
"1095","276619","1923",18
"1096","29748","1943",18
"1097","29748","1974",18
"1098","29812","1952",18
"1099","29812","1980",18
"1100","43998","1959",18
"1101","43998","1969",18
"1102","49764","1938",18
"1103","51722","1955",18
"1104","55451","1981",18
"1105","738091","1964",18
"1106","760928","1941",18
"1107","760929","1949",18
"1108","762011","1941",18
"1109","763342","0",18
"1110","763342","1922",18
"1111","764254","1862",18
"1112","764254","1908",18
"1113","764254","1925",18
"1114","16521","1972",17
"1115","16521","1974",17
"1116","16927","1956",17
"1117","188264","1958",17
"1118","189019","1870",17
"1119","189694","2014",17
"1120","192024","1903",17
"1121","192024","1920",17
"1122","20428","1926",17
"1123","20428","1965",17
"1124","20428","1986",17
"1125","21156","1965",17
"1126","21156","1999",17
"1127","21500","1980",17
"1128","21500","1995",17
"1129","22667","1935",17
"1130","264863","1926",17
"1131","273483","1865",17
"1132","273483","1902",17
"1133","273483","1981",17
"1134","274157","1966",17
"1135","274464","2006",17
"1136","275707","1898",17
"1137","275707","1927",17
"1138","275707","2000",17
"1139","275707","2011",17
"1140","275941","2005",17
"1141","276619","2009",17
"1142","276653","1966",17
"1143","29210","0",17
"1144","29748","1942",17
"1145","29748","1988",17
"1146","32508","1948",17
"1147","33500","1999",17
"1148","34896","1920",17
"1149","42217","1940",17
"1150","43998","1944",17
"1151","49764","1971",17
"1152","51722","1895",17
"1153","51722","1970",17
"1154","55451","1946",17
"1155","55451","1986",17
"1156","55451","2003",17
"1157","738091","1959",17
"1158","760928","1925",17
"1159","760928","1936",17
"1160","760929","1940",17
"1161","761759","1900",17
"1162","16521","1938",16
"1163","16521","1969",16
"1164","16521","1982",16
"1165","16927","1920",16
"1166","16927","1925",16
"1167","188262","1945",16
"1168","188830","1938",16
"1169","188830","1976",16
"1170","189019","1914",16
"1171","189654","1941",16
"1172","189694","1965",16
"1173","192024","1924",16
"1174","192024","1928",16
"1175","20428","1877",16
"1176","20428","1952",16
"1177","21156","1979",16
"1178","21156","1995",16
"1179","22667","1964",16
"1180","272945","1870",16
"1181","272945","2009",16
"1182","272945","2014",16
"1183","273483","1862",16
"1184","274157","2015",16
"1185","274464","1910",16
"1186","275707","1875",16
"1187","275707","1913",16
"1188","275833","1887",16
"1189","275941","1995",16
"1190","276653","1895",16
"1191","276653","1908",16
"1192","276653","1915",16
"1193","29748","1936",16
"1194","29748","1944",16
"1195","29748","1981",16
"1196","29804","1972",16
"1197","29804","1987",16
"1198","29812","1940",16
"1199","29812","1974",16
"1200","29812","1975",16
"1201","29812","1983",16
"1202","33500","1901",16
"1203","33500","1959",16
"1204","33500","1960",16
"1205","33500","1966",16
"1206","396668","1992",16
"1207","43998","1973",16
"1208","43998","1986",16
"1209","43998","1994",16
"1210","43998","2000",16
"1211","4748","1964",16
"1212","4748","1970",16
"1213","4748","1977",16
"1214","49669","1970",16
"1215","49669","2004",16
"1216","49764","1957",16
"1217","55451","1944",16
"1218","55451","1979",16
"1219","7165","1990",16
"1220","764254","1882",16
"1221","764254","2000",16
"1222","188261","1985",15
"1223","188385","1985",15
"1224","188830","1960",15
"1225","188830","1971",15
"1226","188830","1973",15
"1227","189019","1902",15
"1228","189019","1970",15
"1229","189019","1987",15
"1230","189838","1965",15
"1231","189838","2011",15
"1232","20428","1960",15
"1233","21156","1983",15
"1234","21156","1998",15
"1235","21500","1994",15
"1236","245503","2005",15
"1237","272945","2013",15
"1238","273483","1873",15
"1239","274157","2003",15
"1240","274464","2007",15
"1241","275707","1914",15
"1242","275707","1924",15
"1243","275707","1930",15
"1244","275707","1998",15
"1245","275833","1958",15
