"","RegionID","YearBuilt","LU_desc","CountStructures"
"307","182287","1948","RESIDENTIAL - ONE FAMILY UNIT",19
"308","182287","1972","RESIDENTIAL - ONE FAMILY UNIT",19
"309","182287","1975","RESIDENTIAL - ONE FAMILY UNIT",19
"310","182408","1994","OFFICE WAREHOUSE",19
"311","182408","1996","SINGLE FAMILY RESIDENTIAL",19
"312","182408","2006","SINGLE FAMILY RESIDENTIAL",19
"313","182408","2010","SINGLE FAMILY RESIDENTIAL",19
"314","182408","2012","SINGLE FAMILY RESIDENTIAL",19
"315","182418","2014","SINGLE FAMILY RESIDENTIAL",19
"316","182683","1979","SFR CONST(SFR)",19
"317","184182","1991","SINGLE FAMILY RESIDENTIAL",19
"318","184182","2009","SINGLE FAMILY RESIDENTIAL",19
"319","262965","2005","SFR CONST(SFR)",19
"320","762636","1925","SFR CONST(SFR)",19
"321","180317","2007","SFR CONST(SFR)",18
"322","180317","2008","SFR CONST(SFR)",18
"323","181226","1961","SFR CONST(SFR)",18
"324","181578","1955","SFR CONST(SFR)",18
"325","182101","1972","SFR CONST(SFR)",18
"326","182287","1959","RESIDENTIAL - ONE FAMILY UNIT",18
"327","183052","2001","CONDOMINIUM (OFFICE)",18
"328","183052","2004","CONDOMINIUM (OFFICE)",18
"329","184182","1989","SINGLE FAMILY RESIDENTIAL",18
"330","184182","2004","CONDOMINIUM (RESIDENTIAL)",18
"331","267139","1962","SFR CONST(SFR)",18
"332","762635","1967","SFR CONST(SFR)",18
"333","762635","1970","SFR CONST(SFR)",18
"334","762636","1956","MFR CONST(COND/TWN/DUP SFR)",18
"335","180286","1974","SINGLE FAMILY RESIDENTIAL",17
"336","180317","1983","SFR CONST(SFR)",17
"337","180317","1987","SFR CONST(SFR)",17
"338","180317","2003","SFR CONST(SFR)",17
"339","182287","1947","RESIDENTIAL - ONE FAMILY UNIT",17
"340","182287","1973","RESIDENTIAL - ONE FAMILY UNIT",17
"341","182287","1976","RESIDENTIAL - ONE FAMILY UNIT",17
