"","RegionID","YearBuilt","LU_desc","CountStructures"
"1905","125855","1989","PROFESSIONAL SERVICES BUILDING",2
"1906","125855","1990","MOBILE HOMES",2
"1907","125855","1996","MOBILE HOMES",2
"1908","125855","2000","MOBILE HOMES",2
"1909","125855","2002","MOBILE HOMES",2
"1910","125855","2005","MOBILE HOMES",2
"1911","125855","2007","SINGLE FAMILY RESIDENTIAL",2
"1912","125855","2011","SINGLE FAMILY RESIDENTIAL",2
"1913","126471","0","RESIDENTIAL COMMON AREA",2
"1914","126471","1945","SINGLE FAMILY RESIDENTIAL",2
"1915","126471","1947","SINGLE FAMILY RESIDENTIAL",2
"1916","126471","1956","MULTI-FAMILY RESIDENTIAL",2
"1917","126471","1956","SINGLE FAMILY RESIDENTIAL",2
"1918","126471","1961","SINGLE FAMILY RESIDENTIAL",2
"1919","126471","1964","MULTI-FAMILY RESIDENTIAL",2
"1920","126471","1964","SINGLE FAMILY RESIDENTIAL",2
"1921","126471","1965","MULTI-FAMILY RESIDENTIAL",2
"1922","126471","1968","MOBILE HOMES",2
"1923","126471","1976","MULTI-FAMILY RESIDENTIAL",2
"1924","126471","1979","MOBILE HOMES",2
"1925","126471","1981","STORES, ONE STORY",2
"1926","126471","1985","AUTO - SALES, REPAIR",2
"1927","126471","1985","OFFICE BUILDING",2
"1928","126471","1985","REPAIR SERVICE SHOP",2
"1929","126471","1985","STORES, ONE STORY",2
"1930","126471","1986","STORES, ONE STORY",2
"1931","126471","1986","WAREHOUSE - STORAGE",2
"1932","126471","1988","OFFICE BUILDING",2
"1933","126471","1990","MULTI-FAMILY RESIDENTIAL",2
"1934","126471","1991","MOBILE HOMES",2
"1935","126471","1991","WAREHOUSE - STORAGE",2
"1936","126471","1993","RESTAURANT, CAFETERIA",2
"1937","126471","1994","MULTI-FAMILY RESIDENTIAL",2
"1938","126471","1995","CONDOMINIUM",2
"1939","126471","1997","OFFICE BUILDING",2
"1940","126471","1998","OFFICE BUILDING",2
"1941","126471","2005","WAREHOUSE - STORAGE",2
"1942","126471","2007","MIX USED - STORE/OFFICE OR STORE/RES",2
"1943","126471","2008","MOBILE HOMES",2
"1944","126471","2008","REGIONAL SHOPPING CENTER",2
"1945","126471","2008","RESTAURANT, CAFETERIA",2
"1946","126471","2010","MOBILE HOMES",2
"1947","126471","2013","MOBILE HOMES",2
"1948","249797","1949","SINGLE FAMILY",2
"1949","249797","1956","OFFICE, 1 STORY",2
"1950","249797","1957","OFFICE, 1 STORY",2
"1951","249797","1958","OFFICE BUILDING",2
"1952","249797","1959","OFFICE, 1 STORY",2
"1953","249797","1959","STORE, ONE STORY",2
"1954","249797","1961","OFFICE, 1 STORY",2
"1955","249797","1961","STORE, ONE STORY",2
"1956","249797","1965","COLLEGES",2
"1957","249797","1969","STORE, ONE STORY",2
"1958","249797","1971","OFFICE, 1 STORY",2
"1959","249797","1972","MULTI-FAMILY > 10",2
"1960","249797","1973","MULTI-FAMILY < 10",2
"1961","249797","1973","STORE, ONE STORY",2
"1962","249797","1974","MULTI-FAMILY < 10",2
"1963","249797","1979","STORE, ONE STORY",2
"1964","249797","1981","PROFESSIONAL SERVICE BUILDING",2
"1965","249797","1981","STORE, ONE STORY",2
"1966","249797","1982","PROFESSIONAL SERVICE BUILDING",2
"1967","249797","1983","PROFESSIONAL SERVICE BUILDING",2
"1968","249797","1984","OFFICE, 1 STORY",2
"1969","249797","1984","WAREHOUSING",2
"1970","249797","1985","MULTI-FAMILY < 10",2
"1971","249797","1985","STORE, ONE STORY",2
"1972","249797","1986","MULTI-FAMILY < 10",2
"1973","249797","1987","OFFICE BUILDING",2
"1974","249797","1987","STORE, ONE STORY",2
